Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_22_888.jpg;0;0;1;0;99.66999;85.58897;0.0002361735;56.82556;2.506501E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_22_943.jpg;0;0;0;0;99.66999;85.58897;0.000236204;56.82556;1.483708E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_009.jpg;0;0;0;0;99.66999;85.58897;0.000236204;56.82556;1.483708E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_076.jpg;0;0;0;0;99.66999;85.58897;0.000236204;56.82556;1.483708E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_143.jpg;0;0;0;0;99.66999;85.58897;0.0002362344;56.82556;4.609148E-08
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_209.jpg;0;0;0;0;99.66999;85.58897;0.0002361887;56.82556;1.995105E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_277.jpg;0;0;0;0;99.66999;85.58897;0.0002362344;56.82556;4.609148E-08
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_343.jpg;0;0;0;0;99.66999;85.58897;0.0002360712;56.82556;2.201852E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_410.jpg;0;0;0;0;99.66999;85.58897;0.0002361626;56.82556;-8.665276E-08
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_476.jpg;0;0;0;0;99.66999;85.58897;0.000235958;56.82556;-1.475891E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_543.jpg;0;0;0;0;99.66999;85.58897;0.0002357839;56.82556;-3.107983E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_610.jpg;0;0;0;0;99.66999;85.58897;0.0002358753;56.82556;-6.176427E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_675.jpg;0;0;0;0;99.66999;85.58897;0.0002358296;56.82556;-4.642238E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_744.jpg;0;0;0;0;99.66999;85.58897;0.0002358601;56.82556;-5.665031E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_809.jpg;0;0;0;0;99.66999;85.58897;0.0002358144;56.82556;-4.130841E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_876.jpg;0;0;0;0;99.66999;85.58897;0.0002358601;56.82556;-5.665031E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_23_944.jpg;0;0;0;0;99.66999;85.58897;0.0002357992;56.82556;-3.619445E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_010.jpg;0;0;0;0;99.66999;85.58897;0.0002358449;56.82556;-5.153635E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_077.jpg;0;0;0;0;99.66999;85.58897;0.0002357839;56.82556;-3.107983E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_142.jpg;0;0;0;0;99.66999;85.58897;0.0002358449;56.82556;-5.153635E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_209.jpg;0;0;0;0;99.66999;85.58897;0.0002357992;56.82556;-3.619445E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_276.jpg;0;0;0;0;99.66999;85.58897;0.0002358449;56.82556;-5.153635E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_344.jpg;0;0;0;0;99.66999;85.58897;0.000235871;56.82556;-2.291937E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_409.jpg;0;0;0;0;99.66999;85.58897;0.0002360756;56.82556;-1.682639E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_477.jpg;0;0;0;0;99.66999;85.58897;0.0002361322;56.82556;1.562655E-08
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_544.jpg;0;0;0;0;99.66999;85.58897;0.0002361583;56.82556;3.017898E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_610.jpg;0;0;0;0;99.66999;85.58897;0.000236204;56.82556;1.483708E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_675.jpg;0;0;0;0;99.66999;85.58897;0.0002361735;56.82556;2.506501E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_743.jpg;0;0;0;0;99.66999;85.58897;0.0002362192;56.82556;9.723114E-08
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_809.jpg;0;0;0;0;99.66999;85.58897;0.0002361735;56.82556;2.506501E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_876.jpg;0;0;0;0;99.66999;85.58897;0.0002362192;56.82556;9.723114E-08
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_24_944.jpg;0;0;0;0;99.66999;85.58897;0.000236204;56.82556;1.483708E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_010.jpg;0;0;0;0;99.66999;85.58897;0.000236204;56.82556;1.483708E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_077.jpg;0;0;0.1978229;-0.01055836;99.67098;85.59049;0.04000714;56.82574;-2.434589E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_144.jpg;0;0;0.3984511;0;99.67101;85.59052;0.03506911;56.8259;8.181721E-06
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_210.jpg;0;0;0.600123;0;99.67102;85.59052;0.03088466;56.8259;1.27966E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_276.jpg;0;0;0.800106;0;99.67102;85.59053;0.02641555;56.8259;1.713801E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_343.jpg;0;0;1;0;99.67102;85.59053;0.02019774;56.8259;2.174705E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_410.jpg;0;0;1;0;99.67102;85.59053;0.01547144;56.8259;2.408909E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_477.jpg;0;0;1;0;99.67102;85.59053;0.0107954;56.82591;2.59242E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_544.jpg;0;0;1;0;99.67103;85.59053;0.004787396;56.82591;2.715796E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_610.jpg;0;0;1;0;99.67104;85.59054;0.0005493513;56.82591;2.739E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_676.jpg;0;0;1;0;99.67104;85.59055;-0.003386687;56.82591;2.721487E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_743.jpg;0;0;1;0;99.67104;85.59054;359.9919;56.82591;2.584312E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_809.jpg;0;0;1;0;99.67104;85.59054;359.9889;56.82591;2.465292E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_877.jpg;0;0;1;0;99.67104;85.59055;359.9863;56.82591;2.26842E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_25_944.jpg;0;0;1;0;99.67104;85.59054;359.9835;56.82591;1.969182E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_009.jpg;0;0;1;0;99.67104;85.59055;359.982;56.82591;1.75874E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_075.jpg;0;0;1;0;99.67104;85.59055;359.9809;56.82591;1.501066E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_143.jpg;0;0;1;0;99.67104;85.59055;359.9802;56.82591;1.132959E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_210.jpg;0;0;1;0;99.67104;85.59055;359.9802;56.82591;8.477288E-06
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_276.jpg;0;0;1;0;99.67104;85.59055;359.9805;56.82591;6.17235E-06
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_344.jpg;0;0;0;0;99.67105;85.59055;359.9815;56.82592;2.70181E-06
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_410.jpg;0;0;0;0;99.67105;85.59055;359.9826;56.82592;4.197998E-07
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_476.jpg;0;0.1991941;0;0;99.67089;85.59029;359.9768;56.82592;-1.589153E-06
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_543.jpg;0;0.3993151;0;0.01825242;99.67226;85.59237;0.03278074;56.82384;-1.402557E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_610.jpg;0;0.599262;0;0.04693019;99.67482;85.5963;0.1327562;56.77356;0.0001202757
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_675.jpg;0;0.7971091;0;0.08490824;99.67899;85.60267;0.285605;56.83715;-0.0002281004
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_742.jpg;0;0.9999871;0;0.1052773;99.68661;85.61422;0.5292668;56.75431;-0.0002143463
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_810.jpg;0;1;0;0.1727397;99.69503;85.62704;0.7687183;56.80524;-0.0002823977
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_877.jpg;0;1;0;0.2376053;99.70567;85.6432;1.040133;56.79338;-0.0003995518
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_26_943.jpg;0;1;0;0.2917356;99.72148;85.66702;1.321536;56.76915;-0.003091883
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_010.jpg;0;1;0;0.316639;99.7319;85.68245;1.21932;56.7618;-0.0004003771
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_076.jpg;0;1;0;0.4283139;99.74482;85.70208;1.13729;56.82044;0.0001519749
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_143.jpg;0;1;0;0.458224;99.76606;85.73434;1.14766;56.93341;-0.001193255
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_210.jpg;0;1;0;0.5256102;99.78374;85.76136;1.185401;57.06374;-0.001356563
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_276.jpg;0;1;0;0.5723196;99.80299;85.79075;1.217587;57.12649;-0.001637374
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_343.jpg;0;1;0;0.6395451;99.83112;85.83403;1.24086;57.27451;-0.001763189
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_410.jpg;0;1;0;0.6739054;99.85349;85.86855;1.216161;57.35426;-0.001692481
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_476.jpg;0;1;0;0.7502759;99.87748;85.90575;1.189287;57.46124;-0.001700363
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_543.jpg;0;1;0;0.7884365;99.91243;85.95995;1.207982;57.30844;-2.836759E-05
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_610.jpg;0;1;0;0.8388591;99.94073;86.00377;1.229583;57.22241;-0.0006949182
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_676.jpg;0;1;0;0.9060966;99.97066;86.04994;1.238219;57.26308;-0.001191853
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_743.jpg;0;1;0;0.9683658;100.013;86.11514;1.227041;57.25984;-0.0008963476
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_809.jpg;0;1;0;1.010909;100.0463;86.16655;1.210405;57.24886;0.000104744
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_876.jpg;0;1;0;1.06879;100.0813;86.22057;1.217307;57.25784;-0.0005318075
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_27_943.jpg;0;1;0;1.121781;100.1305;86.29646;1.221588;57.20448;-0.0006699376
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_011.jpg;0;1;0;1.167138;100.1692;86.35606;1.225367;57.15903;-0.0005467269
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_076.jpg;0;1;0;1.229395;100.2095;86.41805;1.230232;57.11921;-0.0006351138
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_143.jpg;0;1;0;1.276681;100.2657;86.50427;1.232922;57.08763;-0.0006862994
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_210.jpg;0;1;0;1.324843;100.3097;86.57177;1.238986;57.06479;-0.0008478087
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_276.jpg;0;1;0;1.389092;100.3553;86.64159;1.243881;57.04604;-0.0008731892
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_342.jpg;0;1;0;1.436135;100.4186;86.7383;1.246372;57.02749;-0.0009538375
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_409.jpg;0;1;0;1.483119;100.4679;86.81364;1.251286;57.01153;-0.0009261916
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_476.jpg;0;1;0;1.545264;100.5187;86.89128;1.255702;57.00103;-0.0009801274
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_544.jpg;0;1;0;1.591807;100.5889;86.99842;1.261381;56.98629;-0.001010446
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_610.jpg;0;1;0;1.637233;100.6433;87.08149;1.266034;56.97404;-0.001004149
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_676.jpg;0;1;0;1.698776;100.6993;87.1668;1.267583;56.96404;-0.000997158
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_744.jpg;0;1;0;1.744631;100.7763;87.28417;1.273242;56.9503;-0.001046024
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_810.jpg;0;1;0;1.791152;100.8358;87.37489;1.279045;56.93915;-0.00106807
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_876.jpg;0;1;0;1.851156;100.8969;87.46785;1.282796;56.92735;-0.00105665
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_28_943.jpg;0;1;0;1.896489;100.9806;87.59535;1.289931;56.91211;-0.001095402
/Users/sam/RoboND-Python-StarterKit/RoboND-Rover-Project/recordings/IMG/robocam_2017_08_31_12_19_29_010.jpg;0;1;0;1.941679;101.0452;87.69359;1.293931;56.901;-0.001112991
